Fator de Falha (%)	Tempo Entre Descargas (min)	Duração de Descarga (s)	Nº de Peças Total	Nº de Peças Simultâneas
5,0	50	300	19	4
5,0	50	350	19	5
5,0	50	400	19	5
5,0	50	450	19	6
5,0	50	500	19	6
5,0	50	10	20	1
5,0	50	20	20	1
5,0	50	30	20	1
5,0	50	40	20	1
5,0	50	50	20	1
5,0	50	75	20	2
5,0	50	100	20	2
5,0	50	300	20	4
5,0	50	350	20	5
5,0	50	400	20	5
5,0	50	450	20	6
5,0	50	500	20	6
5,0	50	10	25	1
5,0	50	20	25	1
5,0	50	30	25	1
5,0	50	40	25	1
5,0	50	50	25	2
5,0	50	75	25	2
5,0	50	100	25	2
5,0	50	300	25	5
5,0	50	350	25	6
5,0	50	400	25	6
5,0	50	450	25	7
5,0	50	500	25	7
5,0	50	10	30	1
5,0	50	20	30	1
5,0	50	30	30	1
5,0	50	40	30	2
5,0	50	50	30	2
5,0	50	75	30	2
5,0	50	100	30	3
5,0	50	300	30	6
5,0	50	350	30	7
5,0	50	400	30	7
5,0	50	450	30	8
5,0	50	500	30	9
5,0	50	10	35	1
5,0	50	20	35	1
5,0	50	30	35	1
5,0	50	40	35	2
5,0	50	50	35	2
5,0	50	75	35	3
5,0	50	100	35	3
5,0	50	300	35	7
5,0	50	350	35	7
5,0	50	400	35	8
5,0	50	450	35	9
5,0	50	500	35	10
5,0	50	10	40	1
5,0	50	20	40	1
5,0	50	30	40	2
5,0	50	40	40	2
5,0	50	50	40	2
5,0	50	75	40	3
5,0	50	100	40	3
5,0	50	300	40	7
5,0	50	350	40	8
5,0	50	400	40	9
5,0	50	450	40	10
5,0	50	500	40	11
5,0	50	10	45	1
5,0	50	20	45	1
5,0	50	30	45	2
5,0	50	40	45	2
5,0	50	50	45	2
5,0	50	75	45	3
5,0	50	100	45	4
5,0	50	300	45	8
5,0	50	350	45	9
5,0	50	400	45	10
5,0	50	450	45	11
5,0	50	500	45	12
5,0	50	10	50	1
5,0	50	20	50	1
5,0	50	30	50	2
5,0	50	40	50	2
5,0	50	50	50	3
5,0	50	75	50	3
5,0	50	100	50	4
5,0	50	300	50	9
5,0	50	350	50	10
5,0	50	400	50	11
5,0	50	450	50	12
5,0	50	500	50	13
5,0	60	10	1	1
5,0	60	20	1	1
5,0	60	30	1	1
5,0	60	40	1	1
5,0	60	50	1	1
5,0	60	75	1	1
5,0	60	100	1	1
5,0	60	300	1	1
5,0	60	350	1	1
5,0	60	400	1	1
5,0	60	450	1	1
5,0	60	500	1	1
5,0	60	10	2	1
5,0	60	20	2	1
5,0	60	30	2	1
5,0	60	40	2	1
5,0	60	50	2	1
5,0	60	75	2	1
5,0	60	100	2	1
5,0	60	300	2	1
5,0	60	350	2	1
5,0	60	400	2	1
5,0	60	450	2	1
5,0	60	500	2	1
5,0	60	10	3	1
5,0	60	20	3	1
5,0	60	30	3	1
5,0	60	40	3	1
5,0	60	50	3	1
5,0	60	75	3	1
5,0	60	100	3	1
5,0	60	300	3	1
5,0	60	350	3	1
5,0	60	400	3	1
5,0	60	450	3	1
5,0	60	500	3	2
5,0	60	10	4	1
5,0	60	20	4	1
5,0	60	30	4	1
5,0	60	40	4	1
5,0	60	50	4	1
5,0	60	75	4	1
5,0	60	100	4	1
5,0	60	300	4	1
5,0	60	350	4	1
5,0	60	400	4	2
5,0	60	450	4	2
5,0	60	500	4	2
5,0	60	10	5	1
5,0	60	20	5	1
5,0	60	30	5	1
5,0	60	40	5	1
5,0	60	50	5	1
5,0	60	75	5	1
5,0	60	100	5	1
5,0	60	300	5	2
5,0	60	350	5	2
5,0	60	400	5	2
5,0	60	450	5	2
5,0	60	500	5	2
5,0	60	10	6	1
5,0	60	20	6	1
5,0	60	30	6	1
5,0	60	40	6	1
5,0	60	50	6	1
5,0	60	75	6	1
5,0	60	100	6	1
5,0	60	300	6	2
5,0	60	350	6	2
5,0	60	400	6	2
5,0	60	450	6	2
5,0	60	500	6	2
5,0	60	10	7	1
5,0	60	20	7	1
5,0	60	30	7	1
5,0	60	40	7	1
5,0	60	50	7	1
5,0	60	75	7	1
5,0	60	100	7	1
5,0	60	300	7	2
5,0	60	350	7	2
5,0	60	400	7	2
5,0	60	450	7	2
5,0	60	500	7	3
5,0	60	10	8	1
5,0	60	20	8	1
5,0	60	30	8	1
5,0	60	40	8	1
5,0	60	50	8	1
5,0	60	75	8	1
5,0	60	100	8	1
5,0	60	300	8	2
5,0	60	350	8	2
5,0	60	400	8	2
5,0	60	450	8	3
5,0	60	500	8	3
5,0	60	10	9	1
5,0	60	20	9	1
5,0	60	30	9	1
5,0	60	40	9	1
5,0	60	50	9	1
5,0	60	75	9	1
5,0	60	100	9	1
5,0	60	300	9	2
5,0	60	350	9	2
5,0	60	400	9	3
5,0	60	450	9	3
5,0	60	500	9	3
5,0	60	10	10	1
5,0	60	20	10	1
5,0	60	30	10	1
5,0	60	40	10	1
5,0	60	50	10	1
5,0	60	75	10	1
5,0	60	100	10	1
5,0	60	300	10	2
5,0	60	350	10	3
5,0	60	400	10	3
5,0	60	450	10	3
5,0	60	500	10	3
5,0	60	10	11	1
5,0	60	20	11	1
5,0	60	30	11	1
5,0	60	40	11	1
5,0	60	50	11	1
5,0	60	75	11	1
5,0	60	100	11	1
5,0	60	300	11	3
5,0	60	350	11	3
5,0	60	400	11	3
5,0	60	450	11	3
5,0	60	500	11	4
5,0	60	10	12	1
5,0	60	20	12	1
5,0	60	30	12	1
5,0	60	40	12	1
5,0	60	50	12	1
5,0	60	75	12	1
5,0	60	100	12	1
5,0	60	300	12	3
5,0	60	350	12	3
5,0	60	400	12	3
5,0	60	450	12	4
5,0	60	500	12	4
5,0	60	10	13	1
5,0	60	20	13	1
5,0	60	30	13	1
5,0	60	40	13	1
5,0	60	50	13	1
5,0	60	75	13	1
5,0	60	100	13	1
5,0	60	300	13	3
5,0	60	350	13	3
5,0	60	400	13	3
5,0	60	450	13	4
5,0	60	500	13	4
5,0	60	10	14	1
5,0	60	20	14	1
5,0	60	30	14	1
5,0	60	40	14	1
5,0	60	50	14	1
5,0	60	75	14	1
5,0	60	100	14	2
5,0	60	300	14	3
5,0	60	350	14	2
5,0	60	400	14	4
5,0	60	450	14	4
5,0	60	500	14	4
5,0	60	10	15	1
5,0	60	20	15	1
5,0	60	30	15	1
5,0	60	40	15	1
5,0	60	50	15	1
5,0	60	75	15	1
5,0	60	100	15	2
5,0	60	300	15	3
5,0	60	350	15	4
5,0	60	400	15	4
5,0	60	450	15	4
5,0	60	500	15	4
5,0	60	10	16	1
5,0	60	20	16	1
5,0	60	30	16	1
5,0	60	40	16	1
5,0	60	50	16	1
5,0	60	75	16	1
5,0	60	100	16	2
5,0	60	300	16	3
5,0	60	350	16	4
5,0	60	400	16	4
5,0	60	450	16	4
5,0	60	500	16	5
5,0	60	10	17	1
5,0	60	20	17	1
5,0	60	30	17	1
5,0	60	40	17	1
5,0	60	50	17	1
5,0	60	75	17	1
5,0	60	100	17	2
5,0	60	300	17	3
5,0	60	350	17	4
5,0	60	400	17	4
5,0	60	450	17	5
5,0	60	500	17	5
5,0	60	10	18	1
5,0	60	20	18	1
5,0	60	30	18	1
5,0	60	40	18	1
5,0	60	50	18	1
5,0	60	75	18	2
5,0	60	100	18	2
5,0	60	300	18	4
5,0	60	350	18	4
5,0	60	400	18	4
5,0	60	450	18	5
5,0	60	500	18	5
5,0	60	10	19	1
5,0	60	20	19	1
5,0	60	30	19	1
5,0	60	40	19	1
5,0	60	50	19	1
5,0	60	75	19	2
5,0	60	100	19	2
5,0	60	300	19	4
5,0	60	350	19	4
5,0	60	400	19	5
5,0	60	450	19	5
5,0	60	500	19	5
5,0	60	10	20	1
5,0	60	20	20	1
5,0	60	30	20	1
5,0	60	40	20	1
5,0	60	50	20	1
5,0	60	75	20	2
5,0	60	100	20	2
5,0	60	300	20	4
5,0	60	350	20	4
5,0	60	400	20	5
5,0	60	450	20	5
5,0	60	500	20	5
5,0	60	10	25	1
5,0	60	20	25	1
5,0	60	30	25	1
5,0	60	40	25	1
5,0	60	50	25	1
5,0	60	75	25	2
5,0	60	100	25	2
5,0	60	300	25	5
5,0	60	350	25	5
5,0	60	400	25	6
5,0	60	450	25	6
5,0	60	500	25	6
5,0	60	10	30	1
5,0	60	20	30	1
5,0	60	30	30	1
5,0	60	40	30	1
5,0	60	50	30	2
5,0	60	75	30	2
5,0	60	100	30	2
5,0	60	300	30	5
5,0	60	350	30	6
5,0	60	400	30	6
5,0	60	450	30	7
5,0	60	500	30	7
5,0	60	10	35	1
5,0	60	20	35	1
5,0	60	30	35	1
5,0	60	40	35	2
5,0	60	50	35	2
5,0	60	75	35	2
5,0	60	100	35	3
5,0	60	300	35	6
5,0	60	350	35	6
5,0	60	400	35	7
5,0	60	450	35	8
5,0	60	500	35	8
5,0	60	10	40	1
5,0	60	20	40	1
5,0	60	30	40	1
5,0	60	40	40	2
5,0	60	50	40	2
5,0	60	75	40	3
5,0	60	100	40	3
5,0	60	300	40	6
5,0	60	350	40	7
5,0	60	400	40	8
5,0	60	450	40	9
5,0	60	500	40	9
5,0	60	10	45	1
5,0	60	20	45	1
5,0	60	30	45	2
5,0	60	40	45	2
5,0	60	50	45	2
5,0	60	75	45	3
5,0	60	100	45	3
5,0	60	300	45	7
5,0	60	350	45	8
5,0	60	400	45	9
5,0	60	450	45	9
5,0	60	500	45	10
5,0	60	10	50	1
5,0	60	20	50	1
5,0	60	30	50	2
5,0	60	40	50	2
5,0	60	50	50	2
5,0	60	75	50	3
5,0	60	100	50	3
5,0	60	300	50	8
5,0	60	350	50	8
5,0	60	400	50	9
5,0	60	450	50	10
5,0	60	500	50	11
