Fator de Falha (%)	Tempo Entre Descargas (min)	Duração de Descarga (s)	Nº de Peças Total	Nº de Peças Simultâneas
2,5	30	100	17	3
2,5	30	300	17	6
2,5	30	350	17	7
2,5	30	400	17	7
2,5	30	450	17	8
2,5	30	500	17	8
2,5	30	10	18	1
2,5	30	20	18	1
2,5	30	30	18	2
2,5	30	40	18	2
2,5	30	50	18	2
2,5	30	75	18	3
2,5	30	100	18	3
2,5	30	300	18	6
2,5	30	350	18	7
2,5	30	400	18	8
2,5	30	450	18	8
2,5	30	500	18	9
2,5	30	10	19	1
2,5	30	20	19	1
2,5	30	30	19	2
2,5	30	40	19	2
2,5	30	50	19	2
2,5	30	75	19	3
2,5	30	100	19	3
2,5	30	300	19	7
2,5	30	350	19	7
2,5	30	400	19	8
2,5	30	450	19	9
2,5	30	500	19	9
2,5	30	10	20	1
2,5	30	20	20	1
2,5	30	30	20	2
2,5	30	40	20	2
2,5	30	50	20	2
2,5	30	75	20	3
2,5	30	100	20	3
2,5	30	300	20	7
2,5	30	350	20	8
2,5	30	400	20	8
2,5	30	450	20	9
2,5	30	500	20	10
2,5	30	10	25	1
2,5	30	20	25	2
2,5	30	30	25	2
2,5	30	40	25	2
2,5	30	50	25	3
2,5	30	75	25	3
2,5	30	100	25	4
2,5	30	300	25	8
2,5	30	350	25	9
2,5	30	400	25	10
2,5	30	450	25	11
2,5	30	500	25	11
2,5	30	10	30	1
2,5	30	20	30	2
2,5	30	30	30	2
2,5	30	40	30	3
2,5	30	50	30	3
2,5	30	75	30	4
2,5	30	100	30	4
2,5	30	300	30	9
2,5	30	350	30	10
2,5	30	400	30	11
2,5	30	450	30	12
2,5	30	500	30	13
2,5	30	10	35	1
2,5	30	20	35	2
2,5	30	30	35	2
2,5	30	40	35	3
2,5	30	50	35	3
2,5	30	75	35	4
2,5	30	100	35	5
2,5	30	300	35	10
2,5	30	350	35	12
2,5	30	400	35	13
2,5	30	450	35	14
2,5	30	500	35	15
2,5	30	10	40	1
2,5	30	20	40	2
2,5	30	30	40	3
2,5	30	40	40	3
2,5	30	50	40	3
2,5	30	75	40	4
2,5	30	100	40	5
2,5	30	300	40	12
2,5	30	350	40	13
2,5	30	400	40	14
2,5	30	450	40	16
2,5	30	500	40	17
2,5	30	10	45	2
2,5	30	20	45	2
2,5	30	30	45	3
2,5	30	40	45	3
2,5	30	50	45	4
2,5	30	75	45	5
2,5	30	100	45	6
2,5	30	300	45	13
2,5	30	350	45	14
2,5	30	400	45	16
2,5	30	450	45	17
2,5	30	500	45	19
2,5	30	10	50	2
2,5	30	20	50	2
2,5	30	30	50	3
2,5	30	40	50	3
2,5	30	50	50	4
2,5	30	75	50	5
2,5	30	100	50	6
2,5	30	300	50	14
2,5	30	350	50	15
2,5	30	400	50	17
2,5	30	450	50	19
2,5	30	500	50	20
2,5	40	10	1	1
2,5	40	20	1	1
2,5	40	30	1	1
2,5	40	40	1	1
2,5	40	50	1	1
2,5	40	75	1	1
2,5	40	100	1	1
2,5	40	300	1	1
2,5	40	350	1	1
2,5	40	400	1	1
2,5	40	450	1	1
2,5	40	500	1	1
2,5	40	10	2	1
2,5	40	20	2	1
2,5	40	30	2	1
2,5	40	40	2	1
2,5	40	50	2	1
2,5	40	75	2	1
2,5	40	100	2	1
2,5	40	300	2	1
2,5	40	350	2	1
2,5	40	400	2	2
2,5	40	450	2	2
2,5	40	500	2	2
2,5	40	10	3	1
2,5	40	20	3	1
2,5	40	30	3	1
2,5	40	40	3	1
2,5	40	50	3	1
2,5	40	75	3	1
2,5	40	100	3	1
2,5	40	300	3	2
2,5	40	350	3	2
2,5	40	400	3	2
2,5	40	450	3	2
2,5	40	500	3	2
2,5	40	10	4	1
2,5	40	20	4	1
2,5	40	30	4	1
2,5	40	40	4	1
2,5	40	50	4	1
2,5	40	75	4	1
2,5	40	100	4	1
2,5	40	300	4	2
2,5	40	350	4	2
2,5	40	400	4	2
2,5	40	450	4	2
2,5	40	500	4	3
2,5	40	10	5	1
2,5	40	20	5	1
2,5	40	30	5	1
2,5	40	40	5	1
2,5	40	50	5	1
2,5	40	75	5	1
2,5	40	100	5	1
2,5	40	300	5	2
2,5	40	350	5	2
2,5	40	400	5	3
2,5	40	450	5	3
2,5	40	500	5	3
2,5	40	10	6	1
2,5	40	20	6	1
2,5	40	30	6	1
2,5	40	40	6	1
2,5	40	50	6	1
2,5	40	75	6	1
2,5	40	100	6	1
2,5	40	300	6	3
2,5	40	350	6	3
2,5	40	400	6	3
2,5	40	450	6	3
2,5	40	500	6	3
2,5	40	10	7	1
2,5	40	20	7	1
2,5	40	30	7	1
2,5	40	40	7	1
2,5	40	50	7	1
2,5	40	75	7	1
2,5	40	100	7	2
2,5	40	300	7	3
2,5	40	350	7	3
2,5	40	400	7	3
2,5	40	450	7	4
2,5	40	500	7	4
2,5	40	10	8	1
2,5	40	20	8	1
2,5	40	30	8	1
2,5	40	40	8	1
2,5	40	50	8	1
2,5	40	75	8	1
2,5	40	100	8	2
2,5	40	300	8	3
2,5	40	350	8	3
2,5	40	400	8	4
2,5	40	450	8	4
2,5	40	500	8	4
2,5	40	10	9	1
2,5	40	20	9	1
2,5	40	30	9	1
2,5	40	40	9	1
2,5	40	50	9	1
2,5	40	75	9	2
2,5	40	100	9	2
2,5	40	300	9	3
2,5	40	350	9	4
2,5	40	400	9	4
2,5	40	450	9	4
2,5	40	500	9	4
2,5	40	10	10	1
2,5	40	20	10	1
2,5	40	30	10	1
2,5	40	40	10	1
2,5	40	50	10	1
2,5	40	75	10	2
2,5	40	100	10	2
2,5	40	300	10	4
2,5	40	350	10	4
2,5	40	400	10	4
2,5	40	450	10	5
2,5	40	500	10	5
2,5	40	10	11	1
2,5	40	20	11	1
2,5	40	30	11	1
2,5	40	40	11	1
2,5	40	50	11	1
2,5	40	75	11	2
2,5	40	100	11	2
2,5	40	300	11	4
2,5	40	350	11	4
2,5	40	400	11	4
2,5	40	450	11	5
2,5	40	500	11	5
2,5	40	10	12	1
2,5	40	20	12	1
2,5	40	30	12	1
2,5	40	40	12	1
2,5	40	50	12	1
2,5	40	75	12	2
2,5	40	100	12	2
2,5	40	300	12	4
2,5	40	350	12	4
2,5	40	400	12	5
2,5	40	450	12	5
2,5	40	500	12	5
2,5	40	10	13	1
2,5	40	20	13	1
2,5	40	30	13	1
2,5	40	40	13	1
2,5	40	50	13	2
2,5	40	75	13	2
2,5	40	100	13	2
2,5	40	300	13	4
2,5	40	350	13	5
2,5	40	400	13	5
2,5	40	450	13	5
2,5	40	500	13	6
2,5	40	10	14	1
2,5	40	20	14	1
2,5	40	30	14	1
2,5	40	40	14	1
2,5	40	50	14	2
2,5	40	75	14	2
2,5	40	100	14	2
2,5	40	300	14	4
2,5	40	350	14	5
2,5	40	400	14	5
2,5	40	450	14	6
2,5	40	500	14	6
2,5	40	10	15	1
2,5	40	20	15	1
2,5	40	30	15	1
2,5	40	40	15	2
2,5	40	50	15	2
2,5	40	75	15	2
2,5	40	100	15	2
2,5	40	300	15	5
2,5	40	350	15	5
2,5	40	400	15	6
2,5	40	450	15	6
2,5	40	500	15	6
2,5	40	10	16	1
2,5	40	20	16	1
2,5	40	30	16	1
2,5	40	40	16	2
2,5	40	50	16	2
2,5	40	75	16	2
2,5	40	100	16	3
2,5	40	300	16	5
2,5	40	350	16	5
2,5	40	400	16	6
2,5	40	450	16	6
2,5	40	500	16	7
2,5	40	10	17	1
2,5	40	20	17	1
2,5	40	30	17	1
2,5	40	40	17	2
2,5	40	50	17	2
2,5	40	75	17	2
2,5	40	100	17	3
2,5	40	300	17	5
2,5	40	350	17	6
2,5	40	400	17	6
2,5	40	450	17	7
2,5	40	500	17	7
2,5	40	10	18	1
2,5	40	20	18	1
2,5	40	30	18	1
2,5	40	40	18	2
2,5	40	50	18	2
2,5	40	75	18	2
2,5	40	100	18	3
2,5	40	300	18	5
2,5	40	350	18	6
2,5	40	400	18	6
2,5	40	450	18	7
2,5	40	500	18	7
2,5	40	10	19	1
2,5	40	20	19	1
2,5	40	30	19	1
2,5	40	40	19	2
2,5	40	50	19	2
2,5	40	75	19	2
2,5	40	100	19	3
2,5	40	300	19	5
2,5	40	350	19	6
2,5	40	400	19	7
2,5	40	450	19	7
2,5	40	500	19	8
2,5	40	10	20	1
2,5	40	20	20	1
2,5	40	30	20	2
2,5	40	40	20	2
2,5	40	50	20	2
2,5	40	75	20	2
2,5	40	100	20	3
2,5	40	300	20	6
2,5	40	350	20	6
2,5	40	400	20	7
2,5	40	450	20	7
2,5	40	500	20	8
2,5	40	10	25	1
2,5	40	20	25	1
2,5	40	30	25	2
2,5	40	40	25	2
2,5	40	50	25	2
2,5	40	75	25	3
2,5	40	100	25	3
2,5	40	300	25	7
2,5	40	350	25	7
2,5	40	400	25	8
2,5	40	450	25	9
2,5	40	500	25	9
2,5	40	10	30	1
2,5	40	20	30	2
2,5	40	30	30	2
2,5	40	40	30	2
2,5	40	50	30	2
2,5	40	75	30	3
2,5	40	100	30	4
2,5	40	300	30	8
2,5	40	350	30	8
2,5	40	400	30	9
2,5	40	450	30	10
2,5	40	500	30	11
2,5	40	10	35	1
2,5	40	20	35	2
2,5	40	30	35	2
2,5	40	40	35	2
2,5	40	50	35	3
2,5	40	75	35	3
2,5	40	100	35	4
2,5	40	300	35	9
2,5	40	350	35	9
2,5	40	400	35	10
2,5	40	450	35	11
2,5	40	500	35	12
2,5	40	10	40	1
2,5	40	20	40	2
2,5	40	30	40	2
2,5	40	40	40	3
2,5	40	50	40	3
2,5	40	75	40	4
2,5	40	100	40	4
2,5	40	300	40	9
2,5	40	350	40	10
2,5	40	400	40	12
2,5	40	450	40	13
2,5	40	500	40	14
2,5	40	10	45	1
2,5	40	20	45	2
2,5	40	30	45	2
2,5	40	40	45	3
2,5	40	50	45	3
2,5	40	75	45	4
2,5	40	100	45	5
2,5	40	300	45	10
2,5	40	350	45	11
2,5	40	400	45	13
2,5	40	450	45	14
2,5	40	500	45	15
2,5	40	10	50	1
2,5	40	20	50	2
2,5	40	30	50	2
2,5	40	40	50	3
2,5	40	50	50	3
2,5	40	75	50	4
2,5	40	100	50	5
2,5	40	300	50	11
2,5	40	350	50	12
2,5	40	400	50	14
2,5	40	450	50	15
2,5	40	500	50	16
2,5	50	10	1	1
2,5	50	20	1	1
2,5	50	30	1	1
2,5	50	40	1	1
2,5	50	50	1	1
2,5	50	75	1	1
2,5	50	100	1	1
2,5	50	300	1	1
2,5	50	350	1	1
2,5	50	400	1	1
2,5	50	450	1	1
2,5	50	500	1	1
2,5	50	10	2	1
2,5	50	20	2	1
2,5	50	30	2	1
2,5	50	40	2	1
2,5	50	50	2	1
2,5	50	75	2	1
2,5	50	100	2	1
2,5	50	300	2	1
2,5	50	350	2	1
2,5	50	400	2	1
2,5	50	450	2	1
2,5	50	500	2	2
2,5	50	10	3	1
2,5	50	20	3	1
2,5	50	30	3	1
2,5	50	40	3	1
2,5	50	50	3	1
2,5	50	75	3	1
2,5	50	100	3	1
2,5	50	300	3	2
2,5	50	350	3	2
2,5	50	400	3	2
2,5	50	450	3	2
2,5	50	500	3	2
2,5	50	10	4	1
2,5	50	20	4	1
2,5	50	30	4	1
2,5	50	40	4	1
2,5	50	50	4	1
2,5	50	75	4	1
2,5	50	100	4	1
2,5	50	300	4	2
2,5	50	350	4	2
2,5	50	400	4	2
2,5	50	450	4	2
2,5	50	500	4	2
2,5	50	10	5	1
2,5	50	20	5	1
2,5	50	30	5	1
2,5	50	40	5	1
2,5	50	50	5	1
2,5	50	75	5	1
2,5	50	100	5	1
2,5	50	300	5	2
2,5	50	350	5	2
2,5	50	400	5	2
2,5	50	450	5	3
2,5	50	500	5	3
2,5	50	10	6	1
2,5	50	20	6	1
2,5	50	30	6	1
2,5	50	40	6	1
2,5	50	50	6	1
2,5	50	75	6	1
2,5	50	100	6	1
2,5	50	300	6	2
2,5	50	350	6	2
2,5	50	400	6	3
2,5	50	450	6	3
2,5	50	500	6	3
2,5	50	10	7	1
2,5	50	20	7	1
2,5	50	30	7	1
2,5	50	40	7	1
2,5	50	50	7	1
2,5	50	75	7	1
2,5	50	100	7	1
2,5	50	300	7	3
2,5	50	350	7	3
2,5	50	400	7	3
2,5	50	450	7	3
2,5	50	500	7	3
2,5	50	10	8	1
2,5	50	20	8	1
2,5	50	30	8	1
2,5	50	40	8	1
2,5	50	50	8	1
2,5	50	75	8	1
2,5	50	100	8	2
2,5	50	300	8	3
2,5	50	350	8	3
2,5	50	400	8	3
2,5	50	450	8	3
2,5	50	500	8	4
2,5	50	10	9	1
2,5	50	20	9	1
2,5	50	30	9	1
2,5	50	40	9	1
2,5	50	50	9	1
2,5	50	75	9	1
2,5	50	100	9	2
2,5	50	300	9	3
2,5	50	350	9	3
2,5	50	400	9	3
2,5	50	450	9	4
2,5	50	500	9	4
2,5	50	10	10	1
2,5	50	20	10	1
2,5	50	30	10	1
2,5	50	40	10	1
2,5	50	50	10	1
2,5	50	75	10	1
2,5	50	100	10	2
2,5	50	300	10	3
2,5	50	350	10	3
2,5	50	400	10	4
2,5	50	450	10	4
2,5	50	500	10	4
2,5	50	10	11	1
2,5	50	20	11	1
2,5	50	30	11	1
2,5	50	40	11	1
2,5	50	50	11	1
2,5	50	75	11	2
2,5	50	100	11	2
2,5	50	300	11	3
2,5	50	350	11	4
2,5	50	400	11	4
2,5	50	450	11	4
2,5	50	500	11	4
2,5	50	10	12	1
2,5	50	20	12	1
2,5	50	30	12	1
2,5	50	40	12	1
2,5	50	50	12	1
2,5	50	75	12	2
2,5	50	100	12	2
2,5	50	300	12	4
2,5	50	350	12	4
2,5	50	400	12	4
2,5	50	450	12	4
2,5	50	500	12	5
2,5	50	10	13	1
2,5	50	20	13	1
2,5	50	30	13	1
2,5	50	40	13	1
2,5	50	50	13	1
2,5	50	75	13	2
2,5	50	100	13	2
2,5	50	300	13	4
2,5	50	350	13	4
2,5	50	400	13	4
2,5	50	450	13	5
2,5	50	500	13	5
2,5	50	10	14	1
2,5	50	20	14	1
2,5	50	30	14	1
2,5	50	40	14	1
2,5	50	50	14	1
2,5	50	75	14	2
2,5	50	100	14	2
2,5	50	300	14	4
2,5	50	350	14	4
2,5	50	400	14	5
2,5	50	450	14	5
2,5	50	500	14	5
2,5	50	10	15	1
2,5	50	20	15	1
2,5	50	30	15	1
2,5	50	40	15	1
2,5	50	50	15	2
2,5	50	75	15	2
2,5	50	100	15	2
2,5	50	300	15	4
2,5	50	350	15	4
2,5	50	400	15	5
2,5	50	450	15	5
2,5	50	500	15	6
2,5	50	10	16	1
2,5	50	20	16	1
2,5	50	30	16	1
2,5	50	40	16	1
2,5	50	50	16	2
2,5	50	75	16	2
2,5	50	100	16	2
2,5	50	300	16	4
2,5	50	350	16	5
2,5	50	400	16	5
2,5	50	450	16	5
2,5	50	500	16	6
2,5	50	10	17	1
2,5	50	20	17	1
2,5	50	30	17	1
2,5	50	40	17	1
2,5	50	50	17	2
2,5	50	75	17	2
2,5	50	100	17	2
2,5	50	300	17	4
2,5	50	350	17	5
2,5	50	400	17	5
2,5	50	450	17	6
2,5	50	500	17	6
2,5	50	10	18	1
2,5	50	20	18	1
2,5	50	30	18	1
2,5	50	40	18	1
2,5	50	50	18	2
2,5	50	75	18	2
2,5	50	100	18	2
2,5	50	300	18	5
2,5	50	350	18	5
2,5	50	400	18	5
2,5	50	450	18	6
2,5	50	500	18	6
2,5	50	10	19	1
2,5	50	20	19	1
2,5	50	30	19	1
2,5	50	40	19	2
2,5	50	50	19	2
2,5	50	75	19	2
2,5	50	100	19	2
2,5	50	300	19	5
2,5	50	350	19	5
2,5	50	400	19	6
2,5	50	450	19	6
2,5	50	500	19	7
2,5	50	10	20	1
2,5	50	20	20	1
2,5	50	30	20	1
2,5	50	40	20	2
2,5	50	50	20	2
2,5	50	75	20	2
2,5	50	100	20	3
2,5	50	300	20	5
2,5	50	350	20	5
2,5	50	400	20	6
2,5	50	450	20	6
2,5	50	500	20	7
2,5	50	10	25	1
2,5	50	20	25	1
2,5	50	30	25	2
2,5	50	40	25	2
2,5	50	50	25	2
2,5	50	75	25	2
2,5	50	100	25	3
2,5	50	300	25	6
2,5	50	350	25	6
2,5	50	400	25	7
2,5	50	450	25	8
2,5	50	500	25	8
2,5	50	10	30	1
2,5	50	20	30	1
2,5	50	30	30	2
2,5	50	40	30	2
2,5	50	50	30	2
2,5	50	75	30	3
2,5	50	100	30	3
2,5	50	300	30	7
2,5	50	350	30	7
2,5	50	400	30	8
2,5	50	450	30	9
2,5	50	500	30	9
2,5	50	10	35	1
2,5	50	20	35	1
2,5	50	30	35	2
2,5	50	40	35	2
2,5	50	50	35	2
2,5	50	75	35	3
2,5	50	100	35	4
2,5	50	300	35	7
2,5	50	350	35	8
2,5	50	400	35	9
2,5	50	450	35	10
2,5	50	500	35	10
2,5	50	10	40	1
2,5	50	20	40	2
2,5	50	30	40	2
2,5	50	40	40	2
2,5	50	50	40	3
2,5	50	75	40	3
2,5	50	100	40	4
2,5	50	300	40	8
2,5	50	350	40	9
2,5	50	400	40	10
2,5	50	450	40	11
2,5	50	500	40	10
2,5	50	10	45	1
2,5	50	20	45	2
2,5	50	30	45	2
2,5	50	40	45	2
2,5	50	50	45	3
2,5	50	75	45	4
2,5	50	100	45	4
2,5	50	300	45	9
2,5	50	350	45	10
2,5	50	400	45	11
2,5	50	450	45	12
2,5	50	500	45	13
2,5	50	10	50	1
2,5	50	20	50	2
2,5	50	30	50	2
2,5	50	40	50	3
2,5	50	50	50	3
2,5	50	75	50	4
2,5	50	100	50	5
2,5	50	300	50	9
2,5	50	350	50	11
2,5	50	400	50	12
2,5	50	450	50	13
2,5	50	500	50	14
2,5	60	10	1	1
2,5	60	20	1	1
2,5	60	30	1	1
2,5	60	40	1	1
2,5	60	50	1	1
2,5	60	75	1	1
2,5	60	100	1	1
2,5	60	300	1	1
2,5	60	350	1	1
2,5	60	400	1	1
2,5	60	450	1	1
2,5	60	500	1	1
2,5	60	10	2	1
2,5	60	20	2	1
2,5	60	30	2	1
2,5	60	40	2	1
2,5	60	50	2	1
2,5	60	75	2	1
2,5	60	100	2	1
2,5	60	300	2	1
2,5	60	350	2	1
2,5	60	400	2	1
2,5	60	450	2	1
2,5	60	500	2	1
2,5	60	10	3	1
2,5	60	20	3	1
2,5	60	30	3	1
2,5	60	40	3	1
2,5	60	50	3	1
2,5	60	75	3	1
2,5	60	100	3	1
2,5	60	300	3	1
2,5	60	350	3	2
2,5	60	400	3	2
2,5	60	450	3	2
2,5	60	500	3	2
2,5	60	10	4	1
2,5	60	20	4	1
2,5	60	30	4	1
2,5	60	40	4	1
2,5	60	50	4	1
2,5	60	75	4	1
2,5	60	100	4	1
2,5	60	300	4	2
2,5	60	350	4	2
2,5	60	400	4	2
2,5	60	450	4	2
2,5	60	500	4	2
2,5	60	10	5	1
2,5	60	20	5	1
2,5	60	30	5	1
2,5	60	40	5	1
2,5	60	50	5	1
2,5	60	75	5	1
2,5	60	100	5	1
2,5	60	300	5	2
2,5	60	350	5	2
2,5	60	400	5	2
2,5	60	450	5	2
2,5	60	500	5	2
2,5	60	10	6	1
2,5	60	20	6	1
2,5	60	30	6	1
2,5	60	40	6	1
2,5	60	50	6	1
2,5	60	75	6	1
2,5	60	100	6	1
2,5	60	300	6	2
2,5	60	350	6	2
2,5	60	400	6	2
2,5	60	450	6	3
2,5	60	500	6	3
2,5	60	10	7	1
2,5	60	20	7	1
2,5	60	30	7	1
2,5	60	40	7	1
2,5	60	50	7	1
2,5	60	75	7	1
2,5	60	100	7	1
2,5	60	300	7	2
2,5	60	350	7	2
2,5	60	400	7	3
2,5	60	450	7	3
2,5	60	500	7	3
2,5	60	10	8	1
2,5	60	20	8	1
2,5	60	30	8	1
2,5	60	40	8	1
2,5	60	50	8	1
2,5	60	75	8	1
2,5	60	100	8	1
2,5	60	300	8	2
2,5	60	350	8	3
2,5	60	400	8	3
2,5	60	450	8	3
2,5	60	500	8	3
2,5	60	10	9	1
2,5	60	20	9	1
2,5	60	30	9	1
2,5	60	40	9	1
2,5	60	50	9	1
2,5	60	75	9	1
2,5	60	100	9	1
2,5	60	300	9	3
2,5	60	350	9	3
2,5	60	400	9	3
2,5	60	450	9	3
2,5	60	500	9	4
2,5	60	10	10	1
2,5	60	20	10	1
2,5	60	30	10	1
2,5	60	40	10	1
2,5	60	50	10	1
2,5	60	75	10	1
2,5	60	100	10	2
2,5	60	300	10	3
2,5	60	350	10	3
2,5	60	400	10	3
2,5	60	450	10	4
2,5	60	500	10	4
2,5	60	10	11	1
2,5	60	20	11	1
2,5	60	30	11	1
2,5	60	40	11	1
2,5	60	50	11	1
2,5	60	75	11	1
2,5	60	100	11	2
2,5	60	300	11	3
2,5	60	350	11	3
2,5	60	400	11	4
2,5	60	450	11	4
2,5	60	500	11	4
2,5	60	10	12	1
2,5	60	20	12	1
2,5	60	30	12	1
2,5	60	40	12	1
2,5	60	50	12	1
2,5	60	75	12	1
2,5	60	100	12	2
2,5	60	300	12	3
2,5	60	350	12	3
2,5	60	400	12	4
2,5	60	450	12	4
2,5	60	500	12	4
2,5	60	10	13	1
2,5	60	20	13	1
2,5	60	30	13	1
2,5	60	40	13	1
2,5	60	50	13	1
2,5	60	75	13	2
2,5	60	100	13	2
2,5	60	300	13	3
2,5	60	350	13	4
2,5	60	400	13	4
2,5	60	450	13	4
2,5	60	500	13	5
2,5	60	10	14	1
2,5	60	20	14	1
2,5	60	30	14	1
2,5	60	40	14	1
2,5	60	50	14	1
2,5	60	75	14	2
2,5	60	100	14	2
2,5	60	300	14	3
2,5	60	350	14	4
2,5	60	400	14	4
2,5	60	450	14	4
2,5	60	500	14	5
2,5	60	10	15	1
2,5	60	20	15	1
2,5	60	30	15	1
2,5	60	40	15	1
2,5	60	50	15	1
2,5	60	75	15	2
2,5	60	100	15	2
2,5	60	300	15	4
2,5	60	350	15	4
2,5	60	400	15	4
2,5	60	450	15	5
2,5	60	500	15	5
2,5	60	10	16	1
2,5	60	20	16	1
2,5	60	30	16	1
2,5	60	40	16	1
2,5	60	50	16	1
2,5	60	75	16	2
2,5	60	100	16	2
2,5	60	300	16	4
2,5	60	350	16	4
2,5	60	400	16	5
2,5	60	450	16	5
2,5	60	500	16	5
2,5	60	10	17	1
2,5	60	20	17	1
2,5	60	30	17	1
2,5	60	40	17	1
2,5	60	50	17	1
2,5	60	75	17	2
2,5	60	100	17	2
2,5	60	300	17	4
2,5	60	350	17	4
2,5	60	400	17	5
2,5	60	450	17	5
2,5	60	500	17	5
2,5	60	10	18	1
2,5	60	20	18	1
2,5	60	30	18	1
2,5	60	40	18	1
2,5	60	50	18	2
2,5	60	75	18	2
2,5	60	100	18	2
2,5	60	300	18	4
2,5	60	350	18	5
2,5	60	400	18	5
2,5	60	450	18	5
2,5	60	500	18	6
2,5	60	10	19	1
2,5	60	20	19	1
2,5	60	30	19	1
2,5	60	40	19	1
2,5	60	50	19	2
2,5	60	75	19	2
2,5	60	100	19	2
2,5	60	300	19	4
2,5	60	350	19	5
2,5	60	400	19	5
2,5	60	450	19	5
2,5	60	500	19	6
2,5	60	10	20	1
2,5	60	20	20	1
2,5	60	30	20	1
2,5	60	40	20	1
2,5	60	50	20	2
2,5	60	75	20	2
2,5	60	100	20	2
2,5	60	300	20	4
2,5	60	350	20	5
2,5	60	400	20	5
2,5	60	450	20	6
2,5	60	500	20	6
2,5	60	10	25	1
2,5	60	20	25	1
2,5	60	30	25	1
2,5	60	40	25	2
2,5	60	50	25	2
2,5	60	75	25	2
2,5	60	100	25	3
2,5	60	300	25	5
2,5	60	350	25	6
2,5	60	400	25	6
2,5	60	450	25	7
2,5	60	500	25	7
2,5	60	10	30	1
2,5	60	20	30	1
2,5	60	30	30	2
2,5	60	40	30	2
2,5	60	50	30	2
2,5	60	75	30	2
2,5	60	100	30	3
2,5	60	300	30	6
2,5	60	350	30	6
2,5	60	400	30	7
2,5	60	450	30	8
2,5	60	500	30	8
2,5	60	10	35	1
2,5	60	20	35	1
2,5	60	30	35	2
2,5	60	40	35	2
2,5	60	50	35	2
2,5	60	75	35	3
2,5	60	100	35	3
2,5	60	300	35	6
2,5	60	350	35	7
2,5	60	400	35	8
2,5	60	450	35	9
2,5	60	500	35	9
2,5	60	10	40	1
2,5	60	20	40	1
2,5	60	30	40	2
2,5	60	40	40	2
2,5	60	50	40	2
2,5	60	75	40	3
2,5	60	100	40	3
2,5	60	300	40	7
2,5	60	350	40	8
2,5	60	400	40	9
2,5	60	450	40	9
2,5	60	500	40	10
2,5	60	10	45	1
2,5	60	20	45	2
2,5	60	30	45	2
2,5	60	40	45	2
2,5	60	50	45	2
2,5	60	75	45	3
2,5	60	100	45	4
2,5	60	300	45	8
2,5	60	350	45	9
2,5	60	400	45	9
2,5	60	450	45	10
2,5	60	500	45	11
2,5	60	10	50	1
2,5	60	20	50	2
2,5	60	30	50	2
2,5	60	40	50	2
2,5	60	50	50	3
2,5	60	75	50	3
2,5	60	100	50	4
2,5	60	300	50	8
2,5	60	350	50	9
2,5	60	400	50	10
2,5	60	450	50	11
2,5	60	500	50	12
5,0	 5	10	1	1
5,0	 5	20	1	1
5,0	 5	30	1	1
5,0	 5	40	1	1
5,0	 5	50	1	1
5,0	 5	75	1	1
5,0	 5	100	1	1
5,0	 5	300	1	1
5,0	 5	350	1	1
5,0	 5	400	1	1
5,0	 5	450	1	1
5,0	 5	500	1	1
5,0	 5	10	2	1
5,0	 5	20	2	1
5,0	 5	30	2	1
5,0	 5	40	2	1
5,0	 5	50	2	1
5,0	 5	75	2	2
5,0	 5	100	2	2
5,0	 5	300	2	2
5,0	 5	350	2	2
5,0	 5	400	2	2
5,0	 5	450	2	2
5,0	 5	500	2	2
5,0	 5	10	3	1
5,0	 5	20	3	1
5,0	 5	30	3	1
5,0	 5	40	3	1
5,0	 5	50	3	2
5,0	 5	75	3	2
5,0	 5	100	3	2
5,0	 5	300	3	3
5,0	 5	350	3	3
5,0	 5	400	3	3
5,0	 5	450	3	3
5,0	 5	500	3	3
5,0	 5	10	4	1
5,0	 5	20	4	1
5,0	 5	30	4	2
5,0	 5	40	4	2
5,0	 5	50	4	2
5,0	 5	75	4	3
5,0	 5	100	4	3
5,0	 5	300	4	4
5,0	 5	350	4	4
5,0	 5	400	4	4
5,0	 5	450	4	4
5,0	 5	500	4	4
5,0	 5	10	5	1
5,0	 5	20	5	1
5,0	 5	30	5	2
5,0	 5	40	5	2
5,0	 5	50	5	2
5,0	 5	75	5	3
5,0	 5	100	5	3
5,0	 5	300	5	5
5,0	 5	350	5	5
5,0	 5	400	5	5
5,0	 5	450	5	5
5,0	 5	500	5	5
5,0	 5	10	6	1
5,0	 5	20	6	2
5,0	 5	30	6	2
5,0	 5	40	6	2
5,0	 5	50	6	3
5,0	 5	75	6	3
5,0	 5	100	6	4
5,0	 5	300	6	6
5,0	 5	350	6	6
5,0	 5	400	6	6
5,0	 5	450	6	6
5,0	 5	500	6	6
5,0	 5	10	7	1
5,0	 5	20	7	2
5,0	 5	30	7	2
5,0	 5	40	7	3
5,0	 5	50	7	3
5,0	 5	75	7	4
5,0	 5	100	7	4
5,0	 5	300	7	7
5,0	 5	350	7	7
5,0	 5	400	7	7
5,0	 5	450	7	7
5,0	 5	500	7	7
5,0	 5	10	8	1
5,0	 5	20	8	2
5,0	 5	30	8	2
5,0	 5	40	8	3
5,0	 5	50	8	3
5,0	 5	75	8	4
5,0	 5	100	8	5
5,0	 5	300	8	8
5,0	 5	350	8	8
5,0	 5	400	8	8
5,0	 5	450	8	8
5,0	 5	500	8	8
5,0	 5	10	9	1
5,0	 5	20	9	2
5,0	 5	30	9	3
5,0	 5	40	9	3
5,0	 5	50	9	3
5,0	 5	75	9	4
